TIMESTAMP,SYSCALL_NUMBER,PID
2025-04-12 20:57:06.845084,72,3971
2025-04-12 20:57:06.845158,72,3971
2025-04-12 20:57:06.845185,72,3971
2025-04-12 20:57:06.845210,13,3971
2025-04-12 20:57:06.845243,202,3971
2025-04-12 20:57:06.845268,202,3971
2025-04-12 20:57:06.845291,202,3971
2025-04-12 20:57:06.845327,202,3971
2025-04-12 20:57:06.845467,202,3971
2025-04-12 20:57:06.845516,202,3971
2025-04-12 20:57:06.845546,257,3971
2025-04-12 20:57:06.845579,202,3971
2025-04-12 20:57:06.845613,202,3971
2025-04-12 20:57:06.845637,202,3971
2025-04-12 20:57:06.845663,202,3971
2025-04-12 20:57:06.845687,202,3971
2025-04-12 20:57:06.845989,202,3971
2025-04-12 20:57:06.846021,257,3971
2025-04-12 20:57:06.846058,5,3971
2025-04-12 20:57:06.846089,0,3971
2025-04-12 20:57:06.846153,0,3971
2025-04-12 20:57:06.846227,0,3971
2025-04-12 20:57:06.846304,0,3971
2025-04-12 20:57:06.846331,0,3971
2025-04-12 20:57:06.846358,3,3971
2025-04-12 20:57:06.846385,202,3971
2025-04-12 20:57:06.846413,202,3971
2025-04-12 20:57:06.846438,202,3971
2025-04-12 20:57:06.846462,202,3971
2025-04-12 20:57:06.846511,202,3971
2025-04-12 20:57:06.846537,202,3971
2025-04-12 20:57:06.846583,202,3971
2025-04-12 20:57:06.846674,257,3971
2025-04-12 20:57:06.846708,5,3971
2025-04-12 20:57:06.846738,9,3971
2025-04-12 20:57:06.846780,3,3971
2025-04-12 20:57:06.846844,257,3971
2025-04-12 20:57:06.846885,257,3971
2025-04-12 20:57:06.846914,107,3971
2025-04-12 20:57:06.846941,41,3971
2025-04-12 20:57:06.846976,42,3971
2025-04-12 20:57:06.847013,3,3971
2025-04-12 20:57:06.847042,41,3971
2025-04-12 20:57:06.847067,42,3971
2025-04-12 20:57:06.847094,3,3971
2025-04-12 20:57:06.847119,262,3971
2025-04-12 20:57:06.847150,262,3971
2025-04-12 20:57:06.847179,257,3971
2025-04-12 20:57:06.847207,5,3971
2025-04-12 20:57:06.847238,0,3971
2025-04-12 20:57:06.847279,0,3971
2025-04-12 20:57:06.847308,5,3971
2025-04-12 20:57:06.847336,3,3971
2025-04-12 20:57:06.847362,257,3971
2025-04-12 20:57:06.847391,5,3971
2025-04-12 20:57:06.847420,8,3971
2025-04-12 20:57:06.847443,0,3971
2025-04-12 20:57:06.847481,3,3971
2025-04-12 20:57:06.847505,257,3971
2025-04-12 20:57:06.847556,13,3971
2025-04-12 20:57:06.847580,13,3971
2025-04-12 20:57:06.847608,13,3971
2025-04-12 20:57:06.847666,16,3971
2025-04-12 20:57:06.847696,257,3971
2025-04-12 20:57:06.847725,5,3971
2025-04-12 20:57:06.847762,293,3971
2025-04-12 20:57:06.847792,72,3971
2025-04-12 20:57:06.847816,72,3971
2025-04-12 20:57:06.847843,72,3971
2025-04-12 20:57:06.847866,72,3971
2025-04-12 20:57:06.847891,13,3971
2025-04-12 20:57:06.847914,13,3971
2025-04-12 20:57:06.847938,7,3971
2025-04-12 20:57:06.847962,13,3971
2025-04-12 20:57:06.847985,13,3971
2025-04-12 20:57:06.848011,12,3971
2025-04-12 20:57:06.848063,1,3971
2025-04-12 20:57:06.848094,1,3971
2025-04-12 20:57:06.848118,1,3971
2025-04-12 20:57:06.848143,1,3971
2025-04-12 20:57:06.848165,1,3971
2025-04-12 20:57:06.848189,1,3971
2025-04-12 20:57:06.848213,1,3971
2025-04-12 20:57:06.848239,1,3971
2025-04-12 20:57:06.848263,1,3971
2025-04-12 20:57:06.848286,1,3971
2025-04-12 20:57:06.848307,1,3971
2025-04-12 20:57:06.848328,1,3971
2025-04-12 20:57:06.848353,1,3971
2025-04-12 20:57:06.848377,1,3971
2025-04-12 20:57:06.848400,1,3971
2025-04-12 20:57:06.848424,1,3971
2025-04-12 20:57:06.848451,1,3971
2025-04-12 20:57:06.848476,1,3971
2025-04-12 20:57:06.848500,1,3971
2025-04-12 20:57:06.848524,1,3971
2025-04-12 20:57:06.848549,1,3971
2025-04-12 20:57:06.848574,1,3971
2025-04-12 20:57:06.848599,1,3971
2025-04-12 20:57:06.848622,1,3971
2025-04-12 20:57:06.848646,1,3971
2025-04-12 20:57:06.848671,1,3971
2025-04-12 20:57:06.848695,1,3971
2025-04-12 20:57:06.848720,1,3971
2025-04-12 20:57:06.848744,1,3971
2025-04-12 20:57:06.848768,1,3971
2025-04-12 20:57:06.848793,1,3971
2025-04-12 20:57:06.848817,1,3971
2025-04-12 20:57:06.848849,1,3971
2025-04-12 20:57:06.848874,1,3971
2025-04-12 20:57:06.848897,1,3971
2025-04-12 20:57:06.848921,1,3971
2025-04-12 20:57:06.848946,1,3971
2025-04-12 20:57:06.848970,1,3971
2025-04-12 20:57:06.848994,1,3971
2025-04-12 20:57:06.849019,1,3971
2025-04-12 20:57:06.849043,1,3971
2025-04-12 20:57:06.849067,1,3971
2025-04-12 20:57:06.849100,1,3971
2025-04-12 20:57:06.849125,1,3971
2025-04-12 20:57:06.849148,1,3971
2025-04-12 20:57:06.849172,1,3971
2025-04-12 20:57:06.849196,1,3971
2025-04-12 20:57:06.849220,1,3971
2025-04-12 20:57:06.849244,1,3971
2025-04-12 20:57:06.849268,1,3971
2025-04-12 20:57:06.849292,1,3971
2025-04-12 20:57:06.849316,1,3971
2025-04-12 20:57:06.849341,1,3971
2025-04-12 20:57:06.849365,1,3971
2025-04-12 20:57:06.849389,1,3971
2025-04-12 20:57:06.849413,1,3971
2025-04-12 20:57:06.849437,1,3971
2025-04-12 20:57:06.849461,1,3971
2025-04-12 20:57:06.849485,1,3971
2025-04-12 20:57:06.849509,1,3971
2025-04-12 20:57:06.849534,1,3971
2025-04-12 20:57:06.849558,1,3971
2025-04-12 20:57:06.849582,1,3971
2025-04-12 20:57:06.849606,1,3971
2025-04-12 20:57:06.849629,1,3971
2025-04-12 20:57:06.849653,1,3971
2025-04-12 20:57:06.849677,1,3971
2025-04-12 20:57:06.849701,1,3971
2025-04-12 20:57:06.849725,1,3971
2025-04-12 20:57:06.849748,1,3971
2025-04-12 20:57:06.849772,1,3971
2025-04-12 20:57:06.849796,1,3971
2025-04-12 20:57:06.849820,1,3971
2025-04-12 20:57:06.849849,1,3971
2025-04-12 20:57:06.849873,1,3971
2025-04-12 20:57:06.849896,1,3971
2025-04-12 20:57:06.849919,1,3971
2025-04-12 20:57:06.849943,1,3971
2025-04-12 20:57:06.849966,1,3971
2025-04-12 20:57:06.849990,1,3971
2025-04-12 20:57:06.850014,1,3971
2025-04-12 20:57:06.850037,1,3971
2025-04-12 20:57:06.850060,1,3971
2025-04-12 20:57:06.850084,1,3971
2025-04-12 20:57:06.850108,1,3971
2025-04-12 20:57:06.850132,1,3971
2025-04-12 20:57:06.850156,1,3971
2025-04-12 20:57:06.850180,1,3971
2025-04-12 20:57:06.850204,1,3971
2025-04-12 20:57:06.850227,1,3971
2025-04-12 20:57:06.850251,1,3971
2025-04-12 20:57:06.850275,1,3971
2025-04-12 20:57:06.850299,1,3971
2025-04-12 20:57:06.850323,1,3971
2025-04-12 20:57:06.850346,1,3971
2025-04-12 20:57:06.850370,1,3971
